Game,Winner Move,LLM Move,Correct
846,Rc8#,Rc8#,True
847,Qxb7#,Qxb7#,True
848,Rf2#,,False
849,Rb8#,Qd8#,False
850,Ra4#,Qb4#,False
851,Qxg2#,Qxg2#,True
852,Qxh7#,Qxh7#,True
853,Qxg7#,Qxh6#,False
854,Rg1#,Qc1#,False
855,Nf6#,Nf6#,True
856,Qb4#,Qb4#,True
857,Rh1#,Rh1#,True
858,Qg7#,Qh7#,False
859,Qf6#,Qf6#,True
860,Qg2#,Qg2#,True
861,Qf8#,Qf8#,True
862,Rb8#,Rb8#,True
863,Rf1#,Rf1#,True
864,Qxg2#,Qf3#,False
865,Qxf8#,Qxf8#,True
866,Qxf5#,Qc6#,False
867,Qxh7#,Qxh7#,True
868,Qxg7#,Qxg7#,True
869,Qb7#,Qb7#,True
870,Qxh2#,Qxh2#,True
871,Rh1#,Qa7#,False
872,Rh2#,Rh2#,True
873,Qe6#,Qe6#,True
874,Qxh2#,Qxh2#,True
875,Qxf2#,Qxf2#,True
876,Qfc3#,Qc8#,False
877,Qxf3#,Qxf3#,True
878,Qxg1#,Qxg1#,True
879,Qxc7#,Qa3#,False
880,Qf8#,Qf8#,True
881,f4#,Qg7#,False
882,Qg2#,Qg2#,True
883,Qg5#,Qg5#,True
884,Qxf8#,Qxf8#,True
885,Rg8#,Rg8#,True
886,Bg2#,Qxh2#,False
887,Be3#,Qh6#,False
888,Rg1#,Rh1#,False
889,Qb7#,Qe8#,False
890,Qxg2#,Qg4#,False
891,Qh7#,Qh7#,True
892,Bf7#,Rf8#,False
893,Qg4#,Qh3#,False
894,Re6#,Rhh1#,False
895,Qxf7#,Qxf7#,True
896,Qb2#,Qb2#,True
897,Rh8#,Rh8#,True
898,Nf6#,Qb2#,False
899,Qg8#,Qh5#,False
900,Qxf2#,Qxf2#,True
901,Qxh2#,Qxh2#,True
902,Qf6#,Qh3#,False
903,Ra7#,Ra7#,True
904,Qe2#,Qe3#,False
905,Qh8#,Qh8#,True
906,Qxe8#,Qxe8#,True
907,Rxc8#,Rxc8#,True
908,Re1#,,False
909,Qe7#,Qe7#,True
910,Qh5#,Qh5#,True
911,Rxd8#,Qh8#,False
912,Qxg2#,Qb3#,False
913,Qxh2#,Qxh2#,True
914,Qxg2#,Qxg2#,True
915,Qd2#,Qd2#,True
916,Rc8#,Rc8#,True
917,Qg7#,Qh8#,False
918,Qh7#,Qh8#,False
919,Qf7#,Qf7#,True
920,Qh7#,Qh7#,True
921,Qxd8#,Qg1#,False
922,Qc1#,Qc1#,True
923,Rf1#,Qh3#,False
924,Qe7#,Qd7#,False
925,Qf4#,Qh7#,False
926,Rf1#,Qf4#,False
927,Qxg2#,Qxg2#,True
928,g8=Q#,Qh5#,False
929,Qxe1#,Qxe1#,True
930,Qxg2#,Qxg2#,True
931,Qxc6#,Qh8#,False
932,Rxh2#,Rxh2#,True
933,Qe1#,Qxg2#,False
934,Qg4#,Qh5#,False
935,Qd8#,Qd8#,True
936,e8=Q#,Rxc7#,False
937,Rf6#,Qg7#,False
938,Bd6#,Qc8+,False
939,Qxg7#,Qxg7#,True
940,Re8#,Re8#,True
941,Rd1#,Qa3#,False
942,Qxf7#,Qxf7#,True
943,Qxd2#,Qxd2#,True
944,Rxg4#,Qh8#,False
945,Qxg7#,Qxg7#,True
946,Qg2#,Qg2#,True
947,Qc8#,Qc8#,True
948,Qxf2#,Qh6#,False
949,Rf8#,Rf8#,True
950,Qxf7#,Qxf7#,True
951,Qd1#,Qd1#,True
952,Qxg2#,Qxg2#,True
953,Re8#,Re8#,True
954,Qxg2#,Qxg2#,True
955,Qxh7#,Qxh7#,True
956,Re8#,R7e6#,False
957,Rxd8#,Qc8#,False
958,Qb7#,Qb7#,True
959,Rh8#,Rh8#,True
960,Bf3#,Qh4#,False
961,Qc7#,Qc7#,True
962,Ra2#,Ra2#,True
963,Qf2#,Qf2#,True
964,Qh7#,Qh7#,True
965,Qxe8#,Qxe8#,True
966,Qxh7#,Qxh7#,True
967,Qxf8#,Qxf8#,True
968,Qg7#,Qg7#,True
969,Rxf1#,Qxa1#,False
970,Qg7#,Qg7#,True
971,Rh4#,Qg4#,False
972,Qg2#,Qg2#,True
973,Qxf3#,Qxf3#,True
974,Qg2#,Qg2#,True
975,b5#,R7d5#,False
976,Qh7#,Qh7#,True
977,Re7#,Qf5#,False
978,Qf8#,Qh4#,False
979,Qxh2#,Qxh2#,True
980,Qxg2#,Qxg2#,True
981,Qg7#,Qh8#,False
982,Rg6#,Qh8#,False
983,Qxa7#,Qxa7#,True
984,Rd1#,Rd1#,True
985,Qxf7#,Qxf7#,True
986,Qe1#,Qe1#,True
987,Qh6#,Qh6#,True
988,Qxh7#,Qxh7#,True
989,Re1#,Rd6#,False
990,Qxf2#,Qxf2#,True
991,Ra1#,Ra1#,True
992,Qxh7#,Qxh7#,True
993,Qf8#,Qf8#,True
994,Qf2#,Qf2#,True
995,e8=Q#,Qxg7#,False
996,Rb3#,Rb3#,True
997,Qd4#,Qd5#,False
998,Re7#,Rc8#,False
999,Qxh7#,Qxh7#,True
1000,Qxg7#,Qxg7#,True
1001,Qxf2#,Qxf2#,True
1002,Ra7#,Ra7#,True
1003,hxg8=Q#,hxg8=Q#,True
1004,Qxg2#,Qxg2#,True
1005,Bg6#,Qh8#,False
1006,Qxf7#,Qxf7#,True
1007,Qg1#,Qh8#,False
1008,Ng3#,Qg1#,False
1009,Qb2#,Qb2#,True
1010,Qh7#,Qh7#,True
1011,Qe7#,Qe7#,True
1012,Qh8#,Qh8#,True
1013,Qf7#,Qd8#,False
1014,Qxe6#,Qxe6#,True
1015,Qc6#,Qc2#,False
1016,Bg5#,Qd5#,False
1017,Rc8#,Qc8#,False
1018,Qe8#,Qe8#,True
1019,Qxg2#,Qxg2#,True
1020,Qf7#,Qh7#,False
1021,f3#,Qe8#,False
1022,Bg6#,Qg8#,False
1023,Qh2#,Qh2#,True
1024,Qxf2#,Qxf2#,True
1025,Qg3#,Qg3#,True
1026,Qh7#,Qh7#,True
1027,Qxa1#,Qb6#,False
1028,Qxf2#,Qxf2#,True
1029,Qxb4#,Qxb4#,True
1030,R1h7#,R1h7#,True
1031,Qh4#,Qh4#,True
1032,Rf2#,Rf2#,True
1033,Qc4#,Qc4#,True
1034,Qxf8#,Qxf7#,False
1035,Qd4#,Qd4#,True
1036,Qh2#,Qh2#,True
1037,Qf7#,,False
1038,Qxf7#,Qxf7#,True
1039,Rh2#,Rh2#,True
1040,Qxh7#,Qxh7#,True
1041,Qe8#,Qe8#,True
1042,Qxb2#,Qb3#,False
1043,Qxe7#,Qxe7#,True
1044,Rh8#,Rh8#,True
1045,Rc1#,Rc1#,True
1046,Bxf6#,Qh7#,False
1047,Qc8#,Qc8#,True
1048,Rb8#,Rb8#,True
1049,f1=Q#,Qh5#,False
1050,Bxf7#,Qxf7#,False
1051,Qxd8#,,False
1052,Qxf2#,Qxf2#,True
1053,Qh2#,Qh2#,True
1054,Rd8#,Rd8#,True
1055,Rxf6#,Qc2#,False
1056,Qb1#,Qb1#,True
1057,Rh8#,Rh8#,True
1058,Qc8#,Qc8#,True
1059,Qxh7#,Qxh7#,True
1060,Qg7#,Qh8#,False
1061,Qh5#,Qh5#,True
1062,Rc1#,Rc1#,True
1063,Qxh2#,Qxh2#,True
1064,Rxe6#,Rxe6#,True
1065,Rh6#,Rh6#,True
1066,Qe4#,Qe6#,False
1067,Rf4#,Rf4#,True
1068,Rd1#,Rh1#,False
1069,Qxg7#,Qg4#,False
1070,Qf2#,Qf2#,True
1071,Rf7#,Qg7#,False
1072,Qxd1#,Qxd1#,True
1073,f6#,Qh6#,False
1074,Qxh3#,Qh4#,False
1075,Rxa2#,Qa8#,False
1076,Qd8#,Qh6#,False
1077,Qc2#,Qc2#,True
1078,Qxf1#,Qf2#,False
1079,Rb1#,Rb1#,True
1080,Qg8#,Qg8#,True
1081,Qf7#,Qf7#,True
1082,Rxh2#,Rxh2#,True
1083,Qxh3#,Qxh3#,True
1084,Nf7#,Qg6#,False
1085,Rh8#,Qh7#,False
1086,Qh5#,Qh5#,True
1087,Qa3#,Qa3#,True
1088,Rb1#,Rb1#,True
1089,Bxf2#,Qa5#,False
1090,Qxg2#,Qxg2#,True
1091,Qxa6#,Qxa6#,True
1092,g6#,Nh7#,False
1093,Rd1#,Rd1#,True
1094,Qh7#,Qh7#,True
1095,Nb5#,Qh6#,False
1096,Qxf1#,Qxf1#,True
1097,Qg2#,Qg2#,True
1098,Qe7#,Qh4#,False
1099,Qd1#,Qd1#,True
1100,Qxh7#,Qh5#,False
1101,Qc6#,Qc6#,True
1102,Qh8#,Qh8#,True
1103,Rgxg6#,Qh7#,False
1104,Qc7#,Qc7#,True
1105,Qgg7#,Qgg8#,False
1106,f5#,Rxf2#,False
1107,Qb5#,Qb5#,True
1108,Qxf7#,Qxf7#,True
1109,Qa8#,Qa8#,True
1110,Qh2#,Qh2#,True
1111,Qxe1#,Qxe1#,True
1112,Nxd3#,Qxd3#,False
1113,Qg2#,Qh1#,False
1114,Qxg7#,Qxh7#,False
1115,Qxf2#,Qxf2#,True
1116,Qg2#,Qg2#,True
1117,Rh7#,Rh7#,True
1118,Qg3#,Qg3#,True
1119,Qh8#,Qh8#,True
1120,Rh7#,Qxh4#,False
1121,Rxf2#,Rxf2#,True
1122,Ra7#,Ra7#,True
1123,Qxb7#,Qxb7#,True
1124,Qh3#,Qh3#,True
1125,Ba3#,Bf8#,False
1126,Qxd2#,Qh6#,False
1127,Rf8#,Rf8#,True
1128,Re3#,Qd2#,False
1129,Rb1#,Rb1#,True
1130,Qxf7#,Qxf7#,True
1131,Qxh7#,Qxh7#,True
1132,Qxf8#,Qxf8#,True
1133,Qxf2#,Qxf2#,True
1134,Qxg7#,Qxg7#,True
1135,Rxa5#,Rxa5#,True
1136,Rc1#,Rc1#,True
1137,Qxf7#,Qf7#,False
1138,Qxb4#,Qxb4#,True
1139,Qfh5#,Qh7#,False
1140,Ra8#,Ra8#,True
1141,Qh3#,Qh3#,True
1142,Qg7#,Qh4#,False
1143,Qxf3#,Qxf3#,True
1144,Rh8#,Qg7#,False
1145,Qxe2#,Qe5#,False
1146,Qf7#,Qf7#,True
1147,Rh2#,Rc3#,False
1148,Qf6#,Qf4#,False
1149,Nxf5#,Rxf5#,False
1150,Qd7#,Qd7#,True
1151,Qg7#,Qf5#,False
1152,Bf2#,Rg8#,False
1153,Qd2#,Qb8#,False
1154,Qe2#,Qe1#,False
1155,Qxg2#,Qxg2#,True
1156,Qd1#,Qd1#,True
1157,Ng6#,Ng6#,True
1158,Qc7#,Qc7#,True
1159,Rxc1#,Qe3#,False
1160,Qa6#,Qa6#,True
1161,g7#,g7#,True
1162,Qd7#,Qd7#,True
1163,Rf1#,Qa5#,False
1164,Qxd6#,Qh2#,False
1165,R1c7#,Qh7#,False
1166,Bc1#,Bc1#,True
1167,Rh1#,Rh1#,True
1168,Rh8#,Rh8#,True
1169,Qh8#,Qh8#,True
1170,Qc3#,Qc3#,True
1171,Qce5#,Qe8#,False
1172,Ra4#,Rh8#,False
1173,Qh7#,Qh7#,True
1174,Qf8#,Qg8#,False
1175,Qxc8#,Qh8#,False
1176,Re8#,Qb1#,False
1177,Qb7#,Qb7#,True
1178,Qb2#,Qa1#,False
1179,Qee1#,Qh2#,False
1180,Rxe8#,Rxe8#,True
1181,Rd1#,Rd1#,True
1182,Rh1#,Rh1#,True
1183,Qxh7#,Qxh7#,True
1184,Qf7#,Qf7#,True
1185,Qxh7#,Qxh7#,True
1186,Rxe8#,Qxf7#,False
1187,Ng2#,Qf2#,False
1188,Rxe6#,Rh5#,False
1189,Qxf8#,Qxf8#,True
1190,Qd5#,Qd5#,True
1191,Ra1#,Qa2#,False
1192,Qxf7#,Qxf7#,True
1193,Qxd1#,Qxd1#,True
1194,Ra1#,Ra1#,True
1195,Rb8#,Rb8#,True
1196,Bxf7#,Qa3#,False
1197,Rg8#,Rg8#,True
1198,Qxh7#,Qxh7#,True
1199,Qb2#,Qb2#,True
1200,R3g6#,R3g6#,True
1201,R1d6#,R1d6#,True
1202,Qg2#,Qh3#,False
1203,Qh1#,Qh1#,True
1204,Rf8#,Qe1#,False
1205,Qa7#,Qa7#,True
1206,Qb1#,Qb1#,True
1207,Rh3#,,False
1208,Rxf1#,Qc2#,False
1209,Qxh2#,Qxh2#,True
1210,Rg7#,Qc5#,False
1211,Qh7#,Qh7#,True
1212,Qb4#,Qb4#,True
1213,R4f3#,Rf1#,False
1214,Qg5#,Qh4#,False
1215,Qxf8#,Qxf8#,True
1216,Qg7#,Qg7#,True
1217,Rh5#,Qh6#,False
1218,Re1#,Rd8#,False
1219,Qh2#,Qh2#,True
1220,Qg2#,Qg2#,True
1221,Rh4#,Rh4#,True
1222,Nc2#,Nc2#,True
1223,g3#,,False
1224,Qxf8#,Qxf8#,True
1225,Qh7#,Qh7#,True
1226,Qc1#,Qc1#,True
1227,Qf8#,Qh5#,False
1228,Nd6#,Qf7#,False
1229,Qxf7#,Qxf7#,True
1230,Qg7#,Qg7#,True
1231,Qxe4#,Qxe4#,True
1232,Qh2#,Qh2#,True
1233,Rf1#,Rf1#,True
1234,Rg8#,,False
1235,Qa5#,Qa5#,True
1236,Rf3#,Rf3#,True
1237,Ra6#,Qb2#,False
1238,Qh8#,Qh8#,True
1239,Qf7#,Qg5#,False
1240,Qe6#,Qc2#,False
1241,Ne2#,Ne2#,True
1242,Qxf1#,Qxf1#,True
1243,Qxg2#,,False
1244,Rc1#,Qb4#,False
1245,Bf3#,Bf3#,True
1246,Qxh8#,Qxh8#,True
1247,Qxh2#,Qxh2#,True
1248,Rd1#,Rd1#,True
1249,Qg7#,Qh6#,False
1250,Ra8#,Ra8#,True
1251,Rg1#,Qh1#,False
1252,Qc2#,Qc2#,True
1253,Qd2#,Qd2#,True
1254,Rxe8#,Rxe8#,True
1255,Qxg7#,Qxg7#,True
1256,Qb2#,Qh8#,False
1257,Qf8#,Qf8#,True
1258,Qe8#,Qf6#,False
1259,Ra5#,Ra5#,True
1260,Rcf2#,,False
1261,Qxa7#,Qxa7#,True
1262,Qxb5#,Qxb5#,True
1263,Bxf7#,Bxf7#,True
1264,Qxe8#,Qe8#,False
1265,Ne7#,Qh8#,False
1266,Rh7#,Rh7#,True
1267,Rh8#,Rh8#,True
1268,c6#,Rc8#,False
1269,Bg6#,Qh5#,False
1270,Qf5#,Qf5#,True
1271,Rh1#,Rh1#,True
1272,Qf1#,Qf1#,True
1273,Qg5#,Qh6#,False
1274,Qxg2#,Qxh5#,False
1275,Rf1#,Rg6#,False
1276,Bd4#,Bc5#,False
1277,Rd8#,Qf8#,False
1278,Nf2#,Qf2#,False
1279,Qxf1#,Qxf1#,True
1280,Rxe8#,Rxg7#,False
1281,Qg3#,Qh5#,False
1282,Qb7#,Qb7#,True
1283,Qxb3#,Qxb3#,True
1284,Qb1#,Qb1#,True
1285,Qxh7#,Qxh7#,True
1286,Qxh7#,Qxh7#,True
1287,Qa2#,Qa2#,True
1288,Qh2#,Qh2#,True
1289,Qxh7#,Qxh7#,True
1290,Rh2#,Rh2#,True
1291,Qh7#,Qh7#,True
1292,Qxh7#,Qxh7#,True
1293,Rxf1#,Qh1#,False
1294,Qd7#,Qh8#,False
1295,Qe7#,Qe7#,True
1296,e1=Q#,,False
1297,Qa8#,Qa8#,True
1298,b1=Q#,Qc1#,False
1299,Qh4#,Qh4#,True
1300,Qb2#,Qb2#,True
1301,Qg7#,Qg7#,True
1302,Qg5#,Qf5#,False
1303,Bg3#,Bxg5#,False
1304,Qxg7#,Qxg7#,True
1305,Nf7#,Nf7#,True
1306,Qh8#,Qh8#,True
1307,Nh6#,Qh8#,False
1308,Qe8#,Qe8#,True
1309,Qb4#,Qb4#,True
1310,Nh3#,Qf8#,False
1311,Rg8#,Rg8#,True
1312,Qxh2#,Qxh2#,True
1313,Re4#,Qh5#,False
1314,Nc7#,,False
1315,Ra1#,Ra1#,True
1316,Qxc7#,Qxc7#,True
1317,Bh3#,Qh5#,False
1318,Qxf5#,Qxf5#,True
1319,Rh8#,Qh1#,False
1320,Bf6#,Qh7#,False
1321,Qxh5#,Qxh5#,True
1322,Nh7#,Nh7#,True
1323,Rc8#,Rc1#,False
1324,Re1#,,False
1325,Qxh7#,Qxh7#,True
1326,Qxf7#,Qxf7#,True
1327,Rg1#,Qb4#,False
1328,Qf5#,Qe1#,False
1329,Qxc3#,Qb8#,False
1330,Rh2#,,False
1331,Qg8#,Qg8#,True
1332,Rxf1#,Rf6#,False
1333,Bf5#,Bf5#,True
1334,Qxg2#,Qxg2#,True
1335,Qg7#,Qg7#,True
1336,Qe3#,,False
1337,Rd3#,Qh5#,False
1338,Rxa3#,Qb1#,False
1339,Qxc1#,Qc1#,False
1340,Rb8#,Rb8#,True
1341,Qh8#,Qh8#,True
1342,Qxf2#,Qxf2#,True
1343,Qxh3#,Qxh3#,True
1344,Rg5#,Rg5#,True
1345,Qd8#,Qd8#,True
1346,Qxa1#,Qxa1#,True
1347,Qb7#,Qb7#,True
1348,Rd8#,Qd8#,False
1349,Ra1#,Qc6#,False
1350,Rh8#,Rh1#,False
1351,Qe2#,Qe5#,False
1352,Rxf1#,Rxf1#,True
1353,Rc1#,Rc1#,True
1354,h2#,Rc6#,False
1355,Re1#,Rd8#,False
1356,Rh1#,Rh1#,True
1357,Qa1#,Qa1#,True
1358,Rfxf2#,Qh6#,False
1359,Rxf1#,Rxf1#,True
1360,Qd2#,Qd2#,True
1361,Rh1#,Rh1#,True
1362,Qg3#,Qg3#,True
1363,Qxg2#,Qxg2#,True
1364,Qxc7#,Qxc7#,True
1365,Qxc7#,Qxb6#,False
1366,g1=N#,Rh4#,False
1367,Qf1#,Qf1#,True
1368,Qg7#,Qh8#,False
1369,exf3#,Rd2#,False
1370,Qh7#,Qh7#,True
1371,Ra3#,Ra3#,True
1372,Qh3#,Qh3#,True
1373,Qxg7#,Qxg7#,True
1374,Qxg7#,Qxg7#,True
1375,Rh2#,Rh2#,True
1376,Qh1#,Qh1#,True
1377,Bh3#,Bf6#,False
1378,Qxf7#,Qxf7#,True
1379,Bf3#,Bf3#,True
1380,Qxa8#,Qxa8#,True
1381,Ra6#,Rc2#,False
1382,Rd1#,,False
1383,Rxf8#,Rxf8#,True
1384,Qg5#,Qg5#,True
1385,Rb8#,Rb8#,True
1386,Nxf2#,Nxf2#,True
1387,Qxf6#,Qxf6#,True
1388,Qxc7#,Qxc7#,True
1389,Qxg7#,Qxg7#,True
1390,Qxh7#,Qxh7#,True
1391,Qxh2#,Qxh2#,True
1392,Qg6#,Qh8#,False
1393,Qb1#,Qb1#,True
1394,Qb2#,Qb2#,True
1395,Qxh2#,Qxh2#,True
1396,Qh1#,Qh1#,True
1397,Rf8#,Rf8#,True
1398,Qh1#,Qh1#,True
1399,Re4#,Qd2#,False
1400,Qxg2#,Qxg2#,True
1401,Qxd8#,Qxd8#,True
1402,Rg8#,Rg8#,True
1403,Qg2#,Qg2#,True
1404,Qb2#,Qb2#,True
1405,Re8#,Qd8#,False
1406,Qc2#,Qd1#,False
1407,Rc5#,Rc5#,True
1408,Qb2#,Qb2#,True
1409,Qxg2#,Qxg2#,True
1410,Qxe6#,Qxe6#,True
1411,Qh7#,Qh7#,True
1412,Qf7#,Qh5#,False
1413,Rh2#,Rh2#,True
1414,Qxb2#,Qxb2#,True
1415,Qc7#,Qc7#,True
1416,Qxg6#,Qxg6#,True
1417,Qxf7#,Qxf7#,True
1418,Rxe8#,Rxe8#,True
1419,Rd8#,Rf7#,False
1420,Qg4#,Qg4#,True
1421,Qg7#,Qg7#,True
1422,Qxg2#,Qxh3#,False
1423,Rh8#,Rh8#,True
1424,Rh7#,Qh7#,False
1425,Qa8#,Qa8#,True
1426,Qd8#,Qd8#,True
1427,Qb5#,Qb5#,True
1428,Qg8#,Qh7#,False
1429,Qe8#,Qe8#,True
1430,Rd4#,Rg5#,False
1431,Rd8#,Rd8#,True
1432,Qb2#,Qb2#,True
1433,Qh1#,Qh8#,False
1434,Qa8#,Qa8#,True
1435,Rxe1#,Ra2#,False
1436,Bxg2#,Qxh2#,False
1437,Qxh2#,Qh3#,False
1438,Qxg7#,Qxg7#,True
1439,b2#,b2#,True
1440,Qb4#,Qb4#,True
1441,Rb8#,Rb8#,True
1442,Qxh7#,Qxh7#,True
1443,Ra3#,Ra3#,True
1444,Rf7#,Qh4#,False
1445,Rxe1#,Rxe1#,True
1446,Qxg7#,Qxg7#,True
1447,Rxg3#,Rxg3#,True
1448,Qf4#,Qf4#,True
1449,Qh5#,Qh5#,True
1450,Qf7#,Qf7#,True
1451,Qg2#,Qg2#,True
1452,Qc2#,Qc2#,True
1453,Qxe3#,Qg5#,False
1454,Qxg2#,Qxg2#,True
1455,Rxe1#,Qh4#,False
1456,Rxe8#,Rxe8#,True
1457,Qxf7#,Qxf7#,True
1458,Qxb2#,Qe2#,False
1459,Qg7#,Qg7#,True
1460,Qh6#,Qh6#,True
1461,Qg2#,Qg2#,True
1462,Qxf7#,Qxf7#,True
1463,Rxa3#,Rxa3#,True
1464,Nf6#,Qh8#,False
1465,Rh8#,Rh8#,True
1466,Qxb2#,Qxb2#,True
1467,Ra1#,Ra1#,True
1468,Bxd5#,Rb5#,False
1469,Na2#,Qa2#,False
1470,Rh1#,Qc7#,False
1471,Rc1#,Rc1#,True
1472,Qxb2#,Qxb2#,True
1473,Qb6#,Qb6#,True
1474,Qxg2#,Qxg2#,True
1475,Qxg2#,Qd1#,False
1476,Qxh2#,Qxh2#,True
1477,Rf7#,Qf4#,False
1478,Qf7#,Qf7#,True
1479,Rc1#,Qc1#,False
1480,Qf1#,Qf1#,True
1481,Qd2#,Qd2#,True
1482,Qh8#,Qh8#,True
1483,Qh7#,Qh7#,True
1484,Qg1#,Qh1#,False
1485,Qg7#,Qh7#,False
1486,Rd8#,Qd8#,False
1487,Qg7#,Qh8#,False
1488,Qh7#,Qh7#,True
1489,Qxh2#,Qxh2#,True
1490,Rxc3#,Qd1#,False
1491,f1=Q#,f1=Q#,True
1492,Nd5#,Qb6#,False
1493,Qxh2#,Qxh2#,True
1494,Bxf7#,Qh5#,False
1495,Qd1#,Qd1#,True
1496,Qxf7#,Qxf7#,True
1497,Qg2#,Qh2#,False
1498,Rxg4#,Rxg4#,True
1499,Rb8#,Rb8#,True
1500,Rh2#,Qh2#,False
1501,Qxe8#,Qxe8#,True
1502,Qxf7#,Qh8#,False
1503,Qxe8#,Qxe8#,True
1504,Qg1#,Qg1#,True
1505,Qxh7#,Qxh7#,True
1506,Qxh2#,Qxh2#,True
1507,Qxf7#,Qxf7#,True
1508,Qe4#,Qa6#,False
1509,Qg2#,Qg2#,True
1510,Qxg2#,Qxg2#,True
1511,Qh1#,Qh1#,True
1512,Qf4#,Qxf3#,False
1513,Qf7#,Qf7#,True
1514,Re8#,Re8#,True
1515,Qb2#,Qb2#,True
1516,Qxg7#,Qxg7#,True
1517,Rg6#,Rg6#,True
1518,a4#,Qa6#,False
1519,Qf7#,Qf7#,True
1520,Qxd8#,Qg4#,False
1521,Qg2#,Qg2#,True
1522,Qxf8#,Qxf8#,True
1523,Re8#,Rf7#,False
1524,Qe8#,Qe8#,True
1525,Rxa5#,Rxa5#,True
1526,Rc8#,Qh3#,False
1527,Qxb2#,Qb4#,False
1528,Qxf2#,Qxf2#,True
1529,f4#,Qa4#,False
1530,Qxh7#,Qxh7#,True
1531,Qxb7#,Qxb7#,True
1532,Qxh3#,Qh2#,False
1533,Qxg2#,Qxg2#,True
1534,Qxe1#,Qxe1#,True
1535,Qg2#,Qg2#,True
1536,Qxf8#,Qxf8#,True
1537,Qc8#,Qc8#,True
1538,Rh5#,Rh5#,True
1539,Re8#,Re8#,True
1540,Rd1#,Rd1#,True
1541,Qd3#,Qh6#,False
1542,Rxb2#,Qf4#,False
1543,Rf8#,Rf8#,True
1544,Qf7#,Qf7#,True
1545,Qd2#,Qd2#,True
1546,Qb5#,Qe6#,False
1547,Rxe8#,Rb4#,False
1548,Qxg7#,Qxg7#,True
1549,Qe6#,Qe7#,False
1550,Qxg2#,Qxg2#,True
1551,Qxf7#,Qh6#,False
1552,Ne2#,Qh2#,False
1553,Qg2#,Qg2#,True
1554,Qd8#,Qd8#,True
1555,Qg7#,Qg1#,False
1556,Qh7#,Qh7#,True
1557,Qxg2#,Qxg2#,True
1558,Rf1#,Rf1#,True
1559,Rh2#,,False
1560,Rh8#,Rh8#,True
1561,Qxg2#,Qxg2#,True
1562,Rf3#,Rf3#,True
1563,Qf2#,Qf2#,True
1564,Qxd1#,Qxd1#,True
1565,Qh3#,Qh3#,True
1566,Qf7#,Qe6#,False
1567,Qh7#,Qh7#,True
1568,Bxf6#,Rg8#,False
1569,Rh8#,Rh8#,True
1570,Rd1#,Rd1#,True
1571,Rxd1#,Qh2#,False
1572,Qh2#,Qh2#,True
1573,Qg4#,Qg1#,False
1574,Qh7#,Qh7#,True
1575,Re1#,Re1#,True
1576,Qg6#,Qg6#,True
1577,Rxf8#,Rxf8#,True
1578,Qxc2#,Qh4#,False
1579,Ng3#,Qh2#,False
1580,Qf2#,Qf2#,True
1581,Qh8#,Qh8#,True
1582,Rxe5#,Rxe5#,True
1583,Qxh7#,Qh7#,False
1584,Qxg7#,Qxg7#,True
1585,Rxd8#,Qxg4#,False
1586,Qd8#,Qd8#,True
1587,Rd1#,Qd8#,False
1588,Rd8#,Qf8#,False
1589,Qxe3#,Qh1#,False
1590,Qxf8#,Qxf8#,True
1591,Qd3#,Qd3#,True
1592,Qe5#,Qe5#,True
1593,R8a3#,R2a6#,False
1594,Qd1#,Qd1#,True
1595,Qxd2#,Qxd2#,True
1596,Qd5#,Qd5#,True
1597,Qg4#,Qh3#,False
1598,Rc8#,,False
1599,Rxd1#,Rxd1#,True
1600,Rd1#,Qf6#,False
1601,Qxe1#,Qxe1#,True
1602,Rdg8#,Rhg8#,False
1603,Qg6#,Qg6#,True
1604,Rxf1#,Rxf1#,True
1605,Qxg7#,Qxg7#,True
1606,Qxf7#,Qxf7#,True
1607,Rgf7#,Qh8#,False
1608,e7#,Bc5+,False
1609,Re8#,,False
1610,Qxg7#,Qxg7#,True
1611,Re1#,Rd8#,False
1612,Rxd1#,Rxd1#,True
1613,Rf6#,Qh7#,False
1614,Qh2#,Qh2#,True
1615,Qg4#,Qg4#,True
1616,Qe4#,Qe4#,True
1617,Qxf8#,Qf8#,False
1618,Qxg2#,Qxg2#,True
1619,Qxf4#,Qxf4#,True
1620,Qg2#,Qg2#,True
1621,Qf1#,Qf1#,True
1622,Qg7#,Qh8#,False
1623,Qe2#,Qe2#,True
1624,Qcg1#,Qg5#,False
1625,Qg4#,Qg4#,True
1626,Qxb7#,Qxb7#,True
1627,Qxe6#,Qxb7#,False
1628,Qd2#,Qd2#,True
1629,Rh1#,Qh5#,False
1630,Qe8#,Qe8#,True
1631,Qh7#,Qh7#,True
1632,Rd8#,Rd8#,True
1633,Qxf1#,Qxf1#,True
1634,Qh7#,Qh7#,True
1635,Re1#,Re1#,True
1636,Qd1#,Qd1#,True
1637,Rf4#,Rf2#,False
1638,Ra8#,Qg8#,False
1639,Qxd8#,Qxd8#,True
1640,Qg7#,Qg7#,True
1641,Qxb6#,Qxb6#,True
1642,Qc7#,Qh7#,False
1643,Qxc2#,Qxc2#,True
1644,Qc2#,Qc2#,True
1645,Qg6#,Qg6#,True
1646,Rxe1#,Qh1#,False
1647,Qh1#,Qh1#,True
1648,Qf7#,Qe7#,False
1649,Nf3#,Rf4#,False
1650,Rg1#,Qh1#,False
1651,Rxe8#,Rxe8#,True
1652,Rxf8#,Qh7#,False
1653,f6#,Rb8#,False
1654,Qxf8#,Qf7#,False
